CollectionCode,HMS,StructuredFormula,StructureType,Reference,CellParameter,Temperature,ANXFormula,ChemicalName,MineralGroup,MineralSuperGroup,CalculatedDensity(g/cm3),PublicationYear,Pdf,DOI or Link,
176947,F d -3 m Z,Eu2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.2659(5) 10.2659(5) 10.2659(5) 90 90 90,299,A2B2X7,Dieuropium diruthenium(IV) heptaoxide,,,7.59,2023,,,
176949,F d -3 m Z,Sm2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.2845(2) 10.2845(2) 10.2845(2) 90 90 90,299,A2B2X7,Disamarium diruthenium(IV) heptaoxide,,,7.51,2023,,,
176950,F d -3 m Z,Gd2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.2396(4) 10.2396(4) 10.2396(4) 90 90 90,299,A2B2X7,Digadolinium diruthenium(IV) heptaoxide,,,7.78,2023,,,
176951,F d -3 m Z,Nd2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.33020(10) 10.33020(10) 10.33020(10) 90 90 90,298,A2B2X7,Dineodymium diruthenium(IV) heptaoxide,,,7.26,2023,,,
176952,F d -3 m Z,Tb2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.2441(10) 10.2441(10) 10.2441(10) 90 90 90,299,A2B2X7,Diterbium diruthenium(IV) heptaoxide,,,7.81,2023,,,
176953,F d -3 m Z,Dy2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.1691(4) 10.1691(4) 10.1691(4) 90 90 90,299,A2B2X7,Didysprosium diruthenium(IV) heptaoxide,,,8.07,2023,,,
176954,F d -3 m Z,Ho2 Ru2 O7,Ca2Nb2O7,"Journal of Crystal Growth (2023) 602,   Article ID 126979",10.1531(6) 10.1531(6) 10.1531(6) 90 90 90,295,A2B2X7,Diholmium diruthenium(IV) heptaoxide,,,8.17,2023,,,
177440,F d -3 m Z,Bi2 Ru2 O7,Ca2Nb2O7,"Journal of Physical Chemistry C (2024) 128, (17) p. 7306-7315",10.2936(3) 10.2936(3) 10.2936(3) 90. 90. 90.,293,A2B2X7,Dibismuth diruthenium(IV) heptaoxide,,,8.92,2024,,,
180008,F d -3 m Z,Cd2 (Tc2 O7),Ca2Nb2O7,"Journal of Materials Chemistry (2011) 21,  p. 1496-1502",10.18118(1) 10.18118(1) 10.18118(1) 90. 90. 90.,293,A2B2X7,Dicadmium ditechnetate,,,6.73,2011,01-080-2961,,
181145,F d -3 m Z,Mg Zr (Si2 O7),Ca2Nb2O7,"Materials Chemistry and Physics (2011) 128,  p. 410-412",9.2883(1) 9.2883(1) 9.2883(1) 90. 90. 90.,293,A2B2X7,Magnesium zirconium disilicate - cubic,,,4.7,2011,01-080-3936,,
182252,F d -3 m Z,Gd2 (Ti0.98 Zr0.02)2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2011) 83,   Article ID 064403 (p. 1-7)",10.20079(3) 10.20079(3) 10.20079(3) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium oxide (2/1.96/0.04/7),,,6.56,2011,01-080-4894,,
182253,F d -3 m Z,Gd2 (Ti0.85 Zr0.15)2 O7,Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (2011) 83,   Article ID 064403 (p. 1-7)",10.25074(5) 10.25074(5) 10.25074(5) 90. 90. 90.,293,A2B2X7,Gadolinium titanium zirconium oxide (2/1.7/0.3/7),,,6.6,2011,01-080-4895,,
182567,F d -3 m Z,Tb2 (Mo2 O6.95),Ca2Nb2O7,"Journal of Physics: Condensed Matter (2011) 23,   Article ID 164214 (p. 1-8)",10.31246(3) 10.31246(3) 10.31246(3) 90. 90. 90.,295,A2B2X7,Terbium molybdenum oxide (2/2/6.95),,,7.52,2011,01-080-5169,,
182919,F d -3 m Z,(Bi1.63 Fe0.37) (Fe1.41 Te0.59) O6.96,Bi2Ti2O7,"Chemistry of Materials (2011) 23,  p. 2619-2625",10.388041(27) 10.388041 10.388041 90. 90. 90.,300,A2B2X7,Bismuth iron tellurium oxide (1.63/1.78/0.59/6.96),,,7.43,2011,01-080-5479,,
182920,F d -3 m Z,(Bi1.86 Fe0.17) (Fe1.41 Te0.59) O6.96,Bi2Ti2O7,"Chemistry of Materials (2011) 23,  p. 2619-2625",10.38807(13) 10.38807(13) 10.38807(13) 90. 90. 90.,300,A2B2X7,Bismuth iron tellurium oxide (1.63/1.78/0.59/6.96),,,7.86,2011,01-080-5480,,
184089,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.811(4) 10.811(4) 10.811(4) 90. 90. 90.,298,A2B2X7,Lanthanum dizirconate,,,6.02,2012,01-080-6511,,
184090,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.828(4) 10.828(4) 10.828(4) 90. 90. 90.,473,A2B2X7,Lanthanum dizirconate,,,5.99,2012,01-080-6512,,
184091,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.848(4) 10.848(4) 10.848(4) 90. 90. 90.,673,A2B2X7,Lanthanum dizirconate,,,5.95,2012,01-080-6513,,
184092,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.869(4) 10.869(4) 10.869(4) 90. 90. 90.,873,A2B2X7,Lanthanum dizirconate,,,5.92,2012,01-080-6514,,
184093,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.892(3) 10.892(3) 10.892(3) 90. 90. 90.,1073,A2B2X7,Lanthanum dizirconate,,,5.88,2012,01-080-6515,,
184094,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.910(4) 10.910(4) 10.910(4) 90. 90. 90.,1273,A2B2X7,Lanthanum dizirconate,,,5.85,2012,01-080-6516,,
184095,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.915(4) 10.915(4) 10.915(4) 90. 90. 90.,1323,A2B2X7,Lanthanum dizirconate,,,5.85,2012,01-080-6517,,
184096,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.921(4) 10.921(4) 10.921(4) 90. 90. 90.,1373,A2B2X7,Lanthanum dizirconate,,,5.84,2012,01-080-6518,,
184097,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.927(4) 10.927(4) 10.927(4) 90. 90. 90.,1423,A2B2X7,Lanthanum dizirconate,,,5.83,2012,01-080-6519,,
184098,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.933(4) 10.933(4) 10.933(4) 90. 90. 90.,1473,A2B2X7,Lanthanum dizirconate,,,5.82,2012,01-080-6520,,
184099,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.939(3) 10.939(3) 10.939(3) 90. 90. 90.,1523,A2B2X7,Lanthanum dizirconate,,,5.81,2012,01-080-6521,,
184100,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.945(4) 10.945(4) 10.945(4) 90. 90. 90.,1573,A2B2X7,Lanthanum dizirconate,,,5.8,2012,01-080-6522,,
184101,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.951(4) 10.951(4) 10.951(4) 90. 90. 90.,1623,A2B2X7,Lanthanum dizirconate,,,5.79,2012,01-080-6523,,
184102,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.957(4) 10.957(4) 10.957(4) 90. 90. 90.,1673,A2B2X7,Lanthanum dizirconate,,,5.78,2012,01-080-6524,,
184103,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.787(2) 10.787(2) 10.787(2) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,6.11,2012,01-080-6525,,
184104,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.806(2) 10.806(2) 10.806(2) 90. 90. 90.,473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,6.08,2012,01-080-6526,,
184105,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.830(2) 10.830(2) 10.830(2) 90. 90. 90.,673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,6.04,2012,01-080-6527,,
184106,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.850(2) 10.850(2) 10.850(2) 90. 90. 90.,873,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,6,2012,01-080-6528,,
184107,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.872(2) 10.872(2) 10.872(2) 90. 90. 90.,1073,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.97,2012,01-080-6529,,
184108,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.899(2) 10.899(2) 10.899(2) 90. 90. 90.,1273,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.92,2012,01-080-6530,,
184109,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.906(2) 10.906(2) 10.906(2) 90. 90. 90.,1323,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.91,2012,01-080-6531,,
184110,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.912(2) 10.912(2) 10.912(2) 90. 90. 90.,1373,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.9,2012,01-080-6532,,
184111,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.918(2) 10.918(2) 10.918(2) 90. 90. 90.,1423,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.89,2012,01-080-6533,,
184112,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.924(2) 10.924(2) 10.924(2) 90. 90. 90.,1473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.88,2012,01-080-6534,,
184113,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.931(2) 10.931(2) 10.931(2) 90. 90. 90.,1523,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.87,2012,01-080-6535,,
184114,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.936(2) 10.936(2) 10.936(2) 90. 90. 90.,1573,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.86,2012,01-080-6536,,
184115,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.942(2) 10.942(2) 10.942(2) 90. 90. 90.,1623,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.85,2012,01-080-6537,,
184116,F d -3 m Z,La2 ((Zr0.95 Ce0.05)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.947(2) 10.947(2) 10.947(2) 90. 90. 90.,1673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.9/0.1/7),,,5.84,2012,01-080-6538,,
184117,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.776(2) 10.776(2) 10.776(2) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,6.18,2012,01-080-6539,,
184118,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.793(2) 10.793(2) 10.793(2) 90. 90. 90.,473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,6.15,2012,01-080-6540,,
184119,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.819(3) 10.819(3) 10.819(3) 90. 90. 90.,673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,6.11,2012,01-080-6541,,
184120,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.841(2) 10.841(2) 10.841(2) 90. 90. 90.,873,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,6.07,2012,01-080-6542,,
184121,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.866(2) 10.866(2) 10.866(2) 90. 90. 90.,1073,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,6.03,2012,01-080-6543,,
184122,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.899(2) 10.899(2) 10.899(2) 90. 90. 90.,1273,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.97,2012,01-080-6544,,
184123,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.907(2) 10.907(2) 10.907(2) 90. 90. 90.,1323,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.96,2012,01-080-6545,,
184124,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.914(2) 10.914(2) 10.914(2) 90. 90. 90.,1373,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.95,2012,01-080-6546,,
184125,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.921(2) 10.921(2) 10.921(2) 90. 90. 90.,1423,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.94,2012,01-080-6547,,
184126,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.926(2) 10.926(2) 10.926(2) 90. 90. 90.,1473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.93,2012,01-080-6548,,
184127,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.932(2) 10.932(2) 10.932(2) 90. 90. 90.,1523,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.92,2012,01-080-6549,,
184128,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.937(2) 10.937(2) 10.937(2) 90. 90. 90.,1573,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.91,2012,01-080-6550,,
184129,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.942(2) 10.942(2) 10.942(2) 90. 90. 90.,1623,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.9,2012,01-080-6551,,
184130,F d -3 m Z,La2 ((Zr0.9 Ce0.1)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.948(2) 10.948(2) 10.948(2) 90. 90. 90.,1673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.8/0.2/7),,,5.89,2012,01-080-6552,,
184131,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.815(3) 10.815(3) 10.815(3) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,6.16,2012,01-080-6553,,
184132,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.829(2) 10.829(2) 10.829(2) 90. 90. 90.,473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,6.14,2012,01-080-6554,,
184133,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.851(2) 10.851(2) 10.851(2) 90. 90. 90.,673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,6.1,2012,01-080-6555,,
184134,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.873(3) 10.873(3) 10.873(3) 90. 90. 90.,873,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,6.07,2012,01-080-6556,,
184135,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.894(3) 10.894(3) 10.894(3) 90. 90. 90.,1073,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,6.03,2012,01-080-6557,,
184136,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.926(3) 10.926(3) 10.926(3) 90. 90. 90.,1273,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.98,2012,01-080-6558,,
184137,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.930(3) 10.930(3) 10.930(3) 90. 90. 90.,1323,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.97,2012,01-080-6559,,
184138,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.938(3) 10.938(3) 10.938(3) 90. 90. 90.,1373,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.96,2012,01-080-6560,,
184139,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.946(3) 10.946(3) 10.946(3) 90. 90. 90.,1423,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.95,2012,01-080-6561,,
184140,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.956(3) 10.956(3) 10.956(3) 90. 90. 90.,1473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.93,2012,01-080-6562,,
184141,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.960(3) 10.960(3) 10.960(3) 90. 90. 90.,1523,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.92,2012,01-080-6563,,
184142,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.966(2) 10.966(2) 10.966(2) 90. 90. 90.,1573,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.91,2012,01-080-6564,,
184143,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.969(3) 10.969(3) 10.969(3) 90. 90. 90.,1623,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.91,2012,01-080-6565,,
184144,F d -3 m Z,La2 ((Zr0.85 Ce0.15)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.970(3) 10.970(3) 10.970(3) 90. 90. 90.,1673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.7/0.3/7),,,5.91,2012,01-080-6566,,
184145,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.837(3) 10.837(3) 10.837(3) 90. 90. 90.,298,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,6.18,2012,01-080-6567,,
184146,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.851(3) 10.851(3) 10.851(3) 90. 90. 90.,473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,6.15,2012,01-080-6568,,
184147,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.869(3) 10.869(3) 10.869(3) 90. 90. 90.,673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,6.12,2012,01-080-6569,,
184148,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.898(3) 10.898(3) 10.898(3) 90. 90. 90.,873,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,6.07,2012,01-080-6570,,
184149,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.919(2) 10.919(2) 10.919(2) 90. 90. 90.,1073,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,6.04,2012,01-080-6571,,
184150,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.945(2) 10.945(2) 10.945(2) 90. 90. 90.,1273,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,6,2012,01-080-6572,,
184151,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.951(3) 10.951(3) 10.951(3) 90. 90. 90.,1323,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.99,2012,01-080-6573,,
184152,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.962(3) 10.962(3) 10.962(3) 90. 90. 90.,1373,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.97,2012,01-080-6574,,
184153,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.964(3) 10.964(3) 10.964(3) 90. 90. 90.,1423,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.97,2012,01-080-6575,,
184154,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.970(3) 10.970(3) 10.970(3) 90. 90. 90.,1473,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.96,2012,01-080-6576,,
184155,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.980(3) 10.980(3) 10.980(3) 90. 90. 90.,1523,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.94,2012,01-080-6577,,
184156,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.986(3) 10.986(3) 10.986(3) 90. 90. 90.,1573,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.93,2012,01-080-6578,,
184157,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.991(2) 10.991(2) 10.991(2) 90. 90. 90.,1623,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.92,2012,01-080-6579,,
184158,F d -3 m Z,La2 ((Zr0.8 Ce0.2)2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2012) 525,  p. 78-81",10.993(3) 10.993(3) 10.993(3) 90. 90. 90.,1673,A2B2X7,Lanthanum zirconium cerium oxide (2/1.6/0.4/7),,,5.92,2012,01-080-6580,,
185395,F d -3 m Z,Gd2 Zr2 O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.520(5) 10.520(5) 10.520(5) 90. 90. 90.,298,A2B2X7,Digadolinium dizirconate,,,6.95,2010,,,
185396,F d -3 m Z,Gd2 Zr2 O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.586(5) 10.586(5) 10.586(5) 90. 90. 90.,873,A2B2X7,Digadolinium dizirconate,,,6.82,2010,01-081-8513,,
185397,F d -3 m Z,(Gd1.925 Th0.075) (Zr1.925 Al0.075) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.527(3) 10.527(3) 10.527(3) 90. 90. 90.,298,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.925/0.075/1.925/0.075/7),,,6.94,2010,01-081-8514,,
185398,F d -3 m Z,(Gd1.925 Th0.075) (Zr1.925 Al0.075) O7,Ca2Nb2O7,"Journal of Nuclear Materials (2010) 406,  p. 238-243",10.590(5) 10.590(5) 10.590(5) 90. 90. 90.,873,A2B2X7,Gadolinium thorium zirconium aluminium oxide (1.925/0.075/1.925/0.075/7),,,6.82,2010,01-081-8515,,
